dataset,model,sample_index,sample_id,gt_response,nearfp_response,farfp_response,background_response,gt_nearfp_gap,gt_vs_nearfp_auroc,wrong_gt_response,wrong_nearfp_response,matched_minus_wrong_gt,matched_minus_wrong_nearfp,counterfactual_gt_nearfp_gap,counterfactual_gt_vs_nearfp_auroc,counterfactual_gt_vs_nearfp_conditional_auroc,counterfactual_gt_vs_nearfp_conditional_pairs,iou,precision,coverage,pred_area_ratio,fp_area_ratio,AddTP,AddFP,RemoveTP,RemoveFP,addtp_rate_vs_baseline_fn,removefp_rate_vs_baseline_fp
vggss,original_1.3g_final,0,-0BIyqJj9ZU_000030,0.7696057558059692,0.8461342453956604,0.7158150672912598,0.5830274224281311,-0.07652848958969116,0.46209716796875,0.8004900217056274,0.8724355101585388,-3.1844629120314494e-06,-4.251796781318262e-07,-2.759283233899623e-06,0.46405792236328125,0.5593793747083528,8572,0.299209068494028,0.3285859971164328,0.7699406723796968,0.5667450573979592,0.38052056760204084,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,1,-0UuUoXQUoI_000107,0.7151786684989929,0.6921314001083374,,0.40823256969451904,0.023047268390655518,0.564117431640625,0.7369550466537476,0.7411656379699707,6.406336615327746e-05,2.6785704903886653e-05,3.727766306838021e-05,0.7081451416015625,0.8655052264808363,7175,0.6284455632473254,0.7632222561907673,0.7806441525953721,0.26076211734693877,0.06174266581632653,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,2,-2-wdcN5vOw_000017,0.6639523506164551,0.7884570956230164,,0.5570728182792664,-0.12450474500656128,0.3611907958984375,0.6556631326675415,0.7494916319847107,-2.3664561012992635e-06,3.855352406390011e-05,-4.091997834620997e-05,0.1334686279296875,0.07325557601800696,4887,0.6180354539500095,0.9076269082785156,0.6595193001443002,0.6422991071428571,0.05933115433673469,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,3,-23CeprtibU_000030,0.8235921859741211,0.8371853828430176,0.7731590270996094,0.6804355978965759,-0.013593196868896484,0.45428466796875,0.7437227964401245,0.7904852628707886,2.3465809135814197e-05,-8.278093446278945e-07,2.4293618480442092e-05,0.6521987915039062,0.7217617579028527,10376,0.35658715690553827,0.3611963589076723,0.9654501216545012,0.7663026147959183,0.4895169005102041,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,4,-2Dm0VjW8oM_000001,0.7435056567192078,0.7626441121101379,,0.4453645646572113,-0.019138455390930176,0.540679931640625,0.7372264266014099,0.7449356913566589,2.288086398039013e-05,4.165913560427725e-05,-1.877827162388712e-05,0.4533233642578125,0.26273148148148145,4320,0.5905244122965642,0.7576798143851509,0.7280185482432674,0.42948820153061223,0.10407366071428571,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,5,-2sOH8XovEE_000484,0.9375754594802856,0.8528264164924622,0.705938458442688,0.5483050346374512,0.08474904298782349,0.8283233642578125,0.9380303025245667,0.841905951499939,-3.5064869734924287e-05,-1.0523295713937841e-05,-2.4541574020986445e-05,0.2791595458984375,0.46232761520349813,11892,0.15380407338831847,0.15380407338831847,1.0,0.47361288265306123,0.40076929209183676,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,6,-3Kv4fdm7Uk_000030,0.9056938290596008,0.7535678148269653,0.7272585034370422,0.5645821690559387,0.1521260142326355,0.9326934814453125,0.9577090740203857,0.8382141590118408,0.00014724646462127566,3.466377529548481e-05,0.00011258268932579085,0.826385498046875,0.20894750452547195,3867,0.2126767736122537,0.2126767736122537,1.0,0.5087492028061225,0.4005500637755102,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,7,-4bPiXbovf0_000008,0.8768931031227112,0.8303377032279968,0.6813507676124573,0.582807719707489,0.046555399894714355,0.7248992919921875,0.8714566230773926,0.8083019256591797,-6.46879016130697e-06,1.1105033991043456e-05,-1.7573824152350426e-05,0.23569488525390625,0.36875363160952934,6884,0.3683358165446654,0.37160969871250243,0.9766403297835795,0.6098931760204082,0.3832509566326531,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,8,-5CGQGSFGyg_000060,0.8927768468856812,0.7727622389793396,0.6602616906166077,0.5380775332450867,0.12001460790634155,0.8994903564453125,0.9048569202423096,0.8054986596107483,7.603564881719649e-05,2.5026416551554576e-05,5.100923226564191e-05,0.74383544921875,0.269634394041977,5908,0.2661225221993004,0.2661225221993004,1.0,0.4443957270408163,0.32613201530612246,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,9,-5z9IXBJefc_000227,0.6745457649230957,0.7785255908966064,0.6647793054580688,0.5323767066001892,-0.10397982597351074,0.366302490234375,0.6986502408981323,0.7941668033599854,7.084959361236542e-05,0.00011006138083757833,-3.92117872252129e-05,0.4110870361328125,0.7959848073792729,3686,0.23361096184846858,0.2760901778154107,0.6029122847567318,0.37659438775510207,0.2726203762755102,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,10,-79qo5MUYBk_000207,0.7638567686080933,0.8561596870422363,0.7989820837974548,0.5874006152153015,-0.09230291843414307,0.401824951171875,0.7931686639785767,0.8725306987762451,-1.8340442693443038e-05,2.770791979855858e-06,-2.1111234673298895e-05,0.236663818359375,0.1379779561845149,7349,0.3122514042811599,0.3475028722038251,0.7547889908256881,0.5898038903061225,0.3848453443877551,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,11,-7TanrCbmME_000030,0.7860307097434998,0.8090629577636719,0.7186983823776245,0.5757569074630737,-0.02303224802017212,0.496337890625,0.7855724096298218,0.8287897109985352,-1.8045968317892402e-05,-4.964285108144395e-05,3.159688276355155e-05,0.6702423095703125,0.7100659592773158,6974,0.3091738146105035,0.3290683862209401,0.8364389233954451,0.5872329400510204,0.3939931441326531,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,12,-7sg--aJdrc_000049,0.7245283126831055,0.8173308968544006,0.8424291610717773,0.6802518963813782,-0.09280258417129517,0.2400665283203125,0.6814255714416504,0.7904901504516602,4.146919309278019e-06,-5.63300091016572e-06,9.779920219443738e-06,0.7117385864257812,0.6783851903354772,11506,0.39948591105291237,0.42605906998396526,0.8649585214743253,0.7706074617346939,0.44228316326530615,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,13,-7tYmeOmsRg_000058,0.8858965635299683,0.8627800941467285,0.7612319588661194,0.6795358061790466,0.023116469383239746,0.59765625,0.8804193735122681,0.8590933680534363,2.723672332649585e-05,2.5490948246442713e-05,1.7457750800531358e-06,0.5301971435546875,0.5687870476864549,11303,0.12137356261208988,0.12137356261208988,1.0,0.7556600765306123,0.6639429209183674,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,14,-7tYmeOmsRg_000180,0.846197783946991,0.807506799697876,0.7138912677764893,0.5371049046516418,0.03869098424911499,0.6295852661132812,0.83334881067276,0.7981076240539551,-3.92853507946711e-06,-5.752168362960219e-06,1.823633283493109e-06,0.4853668212890625,0.6051625239005736,9414,0.20508646998982705,0.20508646998982705,1.0,0.39182079081632654,0.3114636479591837,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,15,-86gl1hp1Aw_000105,0.8922758102416992,0.7762613296508789,0.634540855884552,0.4774957299232483,0.11601448059082031,0.8420562744140625,0.8951625823974609,0.7779003381729126,4.033616278320551e-06,8.511833584634587e-07,3.182432919857092e-06,0.5977325439453125,0.5190207819654808,5678,0.5758850779888648,0.5763750053171126,0.9985261606484893,0.46853077168367346,0.1984813456632653,0,0,0,0,0.0,0.0
vggss,original_1.3g_final,16,-8cgbhIR_pw_000030,0.8183481693267822,0.8267337083816528,0.7818673253059387,0.5223106741905212,-0.008385539054870605,0.484283447265625,0.7730008363723755,0.7944409251213074,0.00014264437777455896,0.00012636433530133218,1.6280042473226786e-05,0.60528564453125,0.5934766308422894,8002,0.3135029911689298,0.31658436016685043,0.9698883666274971,0.41567681760204084,0.28408003826530615,0,0,0,0,0.0,0.0
